pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Kas-1	Belm-12	Chr1	18850001	18900000	0.0	22	0	88	0
Tsu-1	Belm-12	Chr1	18900001	18950000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	18900001	18950000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	18900001	18950000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	18900001	18950000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	18900001	18950000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	18900001	18950000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	18950001	19000000	0.0454545454545454	22	4	88	0
Kas-1	Tsu-1	Chr1	18950001	19000000	0.0454545454545454	22	4	88	0
Tsu-1	Roda-47	Chr1	18950001	19000000	0.0454545454545454	22	4	88	0
Kas-1	Roda-47	Chr1	18950001	19000000	0.0	22	0	88	0
Kas-1	Belm-12	Chr1	18950001	19000000	0.0	22	0	88	0
Belm-12	Roda-47	Chr1	18950001	19000000	0.0	22	0	88	0
Kas-1	Roda-47	Chr1	19000001	19050000	0.0	24	0	96	0
Tsu-1	Belm-12	Chr1	19000001	19050000	0.0	24	0	96	0
Belm-12	Roda-47	Chr1	19000001	19050000	0.0	24	0	96	0
Tsu-1	Roda-47	Chr1	19000001	19050000	0.0	24	0	96	0
Kas-1	Belm-12	Chr1	19000001	19050000	0.0	24	0	96	0
Kas-1	Tsu-1	Chr1	19000001	19050000	0.0	24	0	96	0
Belm-12	Roda-47	Chr1	19050001	19100000	0.0	22	0	88	0
Kas-1	Roda-47	Chr1	19050001	19100000	0.0	22	0	88	0
Kas-1	Belm-12	Chr1	19050001	19100000	0.0	22	0	88	0
Tsu-1	Roda-47	Chr1	19050001	19100000	0.0	22	0	88	0
Tsu-1	Belm-12	Chr1	19050001	19100000	0.0	22	0	88	0
Kas-1	Tsu-1	Chr1	19050001	19100000	0.0	22	0	88	0
Belm-12	Roda-47	Chr1	19100001	19150000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	19100001	19150000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	19100001	19150000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	19100001	19150000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	19100001	19150000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	19100001	19150000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	19150001	19200000	0.0	7	0	28	0
Belm-12	Roda-47	Chr1	19150001	19200000	0.0	7	0	28	0
Tsu-1	Roda-47	Chr1	19150001	19200000	0.0	7	0	28	0
Tsu-1	Belm-12	Chr1	19150001	19200000	0.0	7	0	28	0
Kas-1	Tsu-1	Chr1	19150001	19200000	0.0	7	0	28	0
Kas-1	Belm-12	Chr1	19150001	19200000	0.0	7	0	28	0
Tsu-1	Belm-12	Chr1	19200001	19250000	0.0	75	0	300	0
Tsu-1	Roda-47	Chr1	19200001	19250000	0.0	75	0	300	0
Belm-12	Roda-47	Chr1	19200001	19250000	0.0	75	0	300	0
Kas-1	Roda-47	Chr1	19200001	19250000	0.0	75	0	300	0
Kas-1	Belm-12	Chr1	19200001	19250000	0.0	75	0	300	0
Kas-1	Tsu-1	Chr1	19200001	19250000	0.0	75	0	300	0
Kas-1	Roda-47	Chr1	19250001	19300000	0.0	195	0	780	0
Belm-12	Roda-47	Chr1	19250001	19300000	0.0	195	0	780	0
Kas-1	Tsu-1	Chr1	19250001	19300000	0.0153846153846153	195	12	780	0
Tsu-1	Belm-12	Chr1	19250001	19300000	0.0153846153846153	195	12	780	0
Tsu-1	Roda-47	Chr1	19250001	19300000	0.0153846153846153	195	12	780	0
Kas-1	Belm-12	Chr1	19250001	19300000	0.0	195	0	780	0
Kas-1	Roda-47	Chr1	19300001	19350000	0.0	15	0	60	0
Belm-12	Roda-47	Chr1	19300001	19350000	0.0	15	0	60	0
Kas-1	Tsu-1	Chr1	19300001	19350000	0.0	15	0	60	0
Tsu-1	Belm-12	Chr1	19300001	19350000	0.0	15	0	60	0
Kas-1	Belm-12	Chr1	19300001	19350000	0.0	15	0	60	0
Tsu-1	Roda-47	Chr1	19300001	19350000	0.0	15	0	60	0
Kas-1	Roda-47	Chr1	19350001	19400000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr1	19350001	19400000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr1	19350001	19400000	0.0	2	0	8	0
Kas-1	Belm-12	Chr1	19350001	19400000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr1	19350001	19400000	0.0	2	0	8	0
Belm-12	Roda-47	Chr1	19350001	19400000	0.0	2	0	8	0
Kas-1	Roda-47	Chr1	19400001	19450000	0.0	12	0	48	0
Kas-1	Belm-12	Chr1	19400001	19450000	0.0	12	0	48	0
Kas-1	Tsu-1	Chr1	19400001	19450000	0.0	12	0	48	0
Tsu-1	Belm-12	Chr1	19400001	19450000	0.0	12	0	48	0
Belm-12	Roda-47	Chr1	19400001	19450000	0.0	12	0	48	0
Tsu-1	Roda-47	Chr1	19400001	19450000	0.0	12	0	48	0
Kas-1	Tsu-1	Chr1	19450001	19500000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	19450001	19500000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	19450001	19500000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	19450001	19500000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	19450001	19500000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	19450001	19500000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	19500001	19550000	0.0	65	0	260	0
Kas-1	Belm-12	Chr1	19500001	19550000	0.0	65	0	260	0
Kas-1	Roda-47	Chr1	19500001	19550000	0.0	65	0	260	0
Belm-12	Roda-47	Chr1	19500001	19550000	0.0	65	0	260	0
Tsu-1	Roda-47	Chr1	19500001	19550000	0.0	65	0	260	0
Tsu-1	Belm-12	Chr1	19500001	19550000	0.0	65	0	260	0
Kas-1	Tsu-1	Chr1	19550001	19600000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	19550001	19600000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	19550001	19600000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	19550001	19600000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	19550001	19600000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	19550001	19600000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	19600001	19650000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	19600001	19650000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	19600001	19650000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	19600001	19650000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	19600001	19650000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	19600001	19650000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	19650001	19700000	0.0	41	0	164	0
Belm-12	Roda-47	Chr1	19650001	19700000	0.024390243902439	41	4	164	0
Kas-1	Belm-12	Chr1	19650001	19700000	0.0	41	0	164	0
Kas-1	Tsu-1	Chr1	19650001	19700000	0.0	41	0	164	0
Tsu-1	Roda-47	Chr1	19650001	19700000	0.024390243902439	41	4	164	0
Kas-1	Roda-47	Chr1	19650001	19700000	0.024390243902439	41	4	164	0
Tsu-1	Belm-12	Chr1	19700001	19750000	0.0	4	0	16	0
Tsu-1	Roda-47	Chr1	19700001	19750000	0.0	4	0	16	0
Kas-1	Tsu-1	Chr1	19700001	19750000	0.0	4	0	16	0
Kas-1	Belm-12	Chr1	19700001	19750000	0.0	4	0	16	0
Kas-1	Roda-47	Chr1	19700001	19750000	0.0	4	0	16	0
Belm-12	Roda-47	Chr1	19700001	19750000	0.0	4	0	16	0
Kas-1	Roda-47	Chr1	19750001	19800000	0.5	2	4	8	0
Tsu-1	Belm-12	Chr1	19750001	19800000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr1	19750001	19800000	0.5	2	4	8	0
Belm-12	Roda-47	Chr1	19750001	19800000	0.5	2	4	8	0
Kas-1	Tsu-1	Chr1	19750001	19800000	0.0	2	0	8	0
Kas-1	Belm-12	Chr1	19750001	19800000	0.0	2	0	8	0
Kas-1	Roda-47	Chr1	19800001	19850000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	19800001	19850000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	19800001	19850000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	19800001	19850000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	19800001	19850000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	19800001	19850000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	19850001	19900000	0.0	1	0	4	0
Tsu-1	Roda-47	Chr1	19850001	19900000	0.0	1	0	4	0
Belm-12	Roda-47	Chr1	19850001	19900000	0.0	1	0	4	0
Kas-1	Roda-47	Chr1	19850001	19900000	0.0	1	0	4	0
Kas-1	Belm-12	Chr1	19850001	19900000	0.0	1	0	4	0
Tsu-1	Belm-12	Chr1	19850001	19900000	0.0	1	0	4	0
Tsu-1	Roda-47	Chr1	19900001	19950000	0.0	27	0	108	0
Tsu-1	Belm-12	Chr1	19900001	19950000	0.0	27	0	108	0
Kas-1	Belm-12	Chr1	19900001	19950000	0.0	27	0	108	0
Belm-12	Roda-47	Chr1	19900001	19950000	0.0	27	0	108	0
Kas-1	Tsu-1	Chr1	19900001	19950000	0.0	27	0	108	0
Kas-1	Roda-47	Chr1	19900001	19950000	0.0	27	0	108	0
Kas-1	Belm-12	Chr1	19950001	20000000	0.0	64	0	256	0
Kas-1	Tsu-1	Chr1	19950001	20000000	0.0	64	0	256	0
Kas-1	Roda-47	Chr1	19950001	20000000	0.0	64	0	256	0
Tsu-1	Belm-12	Chr1	19950001	20000000	0.0	64	0	256	0
Tsu-1	Roda-47	Chr1	19950001	20000000	0.0	64	0	256	0
Belm-12	Roda-47	Chr1	19950001	20000000	0.0	64	0	256	0
Kas-1	Belm-12	Chr1	20000001	20050000	0.0	8	0	32	0
Kas-1	Tsu-1	Chr1	20000001	20050000	0.0	8	0	32	0
Tsu-1	Roda-47	Chr1	20000001	20050000	0.0	8	0	32	0
Belm-12	Roda-47	Chr1	20000001	20050000	0.0	8	0	32	0
Tsu-1	Belm-12	Chr1	20000001	20050000	0.0	8	0	32	0
Kas-1	Roda-47	Chr1	20000001	20050000	0.0	8	0	32	0
Kas-1	Roda-47	Chr1	20050001	20100000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20050001	20100000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20050001	20100000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20050001	20100000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20050001	20100000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20050001	20100000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20100001	20150000	0.0	5	0	20	0
Kas-1	Tsu-1	Chr1	20100001	20150000	0.0	5	0	20	0
Belm-12	Roda-47	Chr1	20100001	20150000	0.0	5	0	20	0
Tsu-1	Roda-47	Chr1	20100001	20150000	0.0	5	0	20	0
Tsu-1	Belm-12	Chr1	20100001	20150000	0.0	5	0	20	0
Kas-1	Roda-47	Chr1	20100001	20150000	0.0	5	0	20	0
Tsu-1	Belm-12	Chr1	20150001	20200000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20150001	20200000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20150001	20200000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20150001	20200000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20150001	20200000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20150001	20200000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20200001	20250000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20200001	20250000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20200001	20250000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20200001	20250000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20200001	20250000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20200001	20250000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20250001	20300000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20250001	20300000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20250001	20300000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20250001	20300000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20250001	20300000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20250001	20300000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20300001	20350000	0.0	5	0	20	0
Kas-1	Belm-12	Chr1	20300001	20350000	0.0	5	0	20	0
Tsu-1	Roda-47	Chr1	20300001	20350000	0.0	5	0	20	0
Belm-12	Roda-47	Chr1	20300001	20350000	0.0	5	0	20	0
Tsu-1	Belm-12	Chr1	20300001	20350000	0.0	5	0	20	0
Kas-1	Roda-47	Chr1	20300001	20350000	0.0	5	0	20	0
Kas-1	Belm-12	Chr1	20350001	20400000	0.0	4	0	16	0
Kas-1	Tsu-1	Chr1	20350001	20400000	0.0	4	0	16	0
Belm-12	Roda-47	Chr1	20350001	20400000	0.0	4	0	16	0
Tsu-1	Roda-47	Chr1	20350001	20400000	0.0	4	0	16	0
Tsu-1	Belm-12	Chr1	20350001	20400000	0.0	4	0	16	0
Kas-1	Roda-47	Chr1	20350001	20400000	0.0	4	0	16	0
Tsu-1	Belm-12	Chr1	20400001	20450000	0.0	14	0	56	0
Kas-1	Roda-47	Chr1	20400001	20450000	0.0	14	0	56	0
Kas-1	Belm-12	Chr1	20400001	20450000	0.0	14	0	56	0
Kas-1	Tsu-1	Chr1	20400001	20450000	0.0	14	0	56	0
Belm-12	Roda-47	Chr1	20400001	20450000	0.0	14	0	56	0
Tsu-1	Roda-47	Chr1	20400001	20450000	0.0	14	0	56	0
Kas-1	Tsu-1	Chr1	20450001	20500000	0.0	66	0	264	0
Kas-1	Belm-12	Chr1	20450001	20500000	0.0	66	0	264	0
Belm-12	Roda-47	Chr1	20450001	20500000	0.0	66	0	264	0
Tsu-1	Roda-47	Chr1	20450001	20500000	0.0	66	0	264	0
Tsu-1	Belm-12	Chr1	20450001	20500000	0.0	66	0	264	0
Kas-1	Roda-47	Chr1	20450001	20500000	0.0	66	0	264	0
Tsu-1	Roda-47	Chr1	20500001	20550000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20500001	20550000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20500001	20550000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20500001	20550000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20500001	20550000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20500001	20550000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20550001	20600000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20550001	20600000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20550001	20600000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20550001	20600000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20550001	20600000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20550001	20600000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20600001	20650000	0.0	3	0	12	0
Kas-1	Belm-12	Chr1	20600001	20650000	0.0	3	0	12	0
Kas-1	Roda-47	Chr1	20600001	20650000	0.0	3	0	12	0
Tsu-1	Belm-12	Chr1	20600001	20650000	0.0	3	0	12	0
Belm-12	Roda-47	Chr1	20600001	20650000	0.0	3	0	12	0
Tsu-1	Roda-47	Chr1	20600001	20650000	0.0	3	0	12	0
Tsu-1	Belm-12	Chr1	20650001	20700000	0.0	41	0	164	0
Kas-1	Roda-47	Chr1	20650001	20700000	0.0	41	0	164	0
Kas-1	Tsu-1	Chr1	20650001	20700000	0.0	41	0	164	0
Kas-1	Belm-12	Chr1	20650001	20700000	0.0	41	0	164	0
Belm-12	Roda-47	Chr1	20650001	20700000	0.0	41	0	164	0
Tsu-1	Roda-47	Chr1	20650001	20700000	0.0	41	0	164	0
Kas-1	Roda-47	Chr1	20700001	20750000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr1	20700001	20750000	0.0	2	0	8	0
Belm-12	Roda-47	Chr1	20700001	20750000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr1	20700001	20750000	0.0	2	0	8	0
Kas-1	Belm-12	Chr1	20700001	20750000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr1	20700001	20750000	0.0	2	0	8	0
Belm-12	Roda-47	Chr1	20750001	20800000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20750001	20800000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20750001	20800000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20750001	20800000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20750001	20800000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20750001	20800000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	20800001	20850000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	20800001	20850000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	20800001	20850000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20800001	20850000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	20800001	20850000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	20800001	20850000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	20850001	20900000	0.0	2	0	8	0
Kas-1	Roda-47	Chr1	20850001	20900000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr1	20850001	20900000	0.0	2	0	8	0
Kas-1	Belm-12	Chr1	20850001	20900000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr1	20850001	20900000	0.0	2	0	8	0
Belm-12	Roda-47	Chr1	20850001	20900000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr1	20900001	20950000	0.0	1	0	4	0
Belm-12	Roda-47	Chr1	20900001	20950000	0.0	1	0	4	0
Tsu-1	Belm-12	Chr1	20900001	20950000	0.0	1	0	4	0
Kas-1	Roda-47	Chr1	20900001	20950000	0.0	1	0	4	0
Kas-1	Tsu-1	Chr1	20900001	20950000	0.0	1	0	4	0
Kas-1	Belm-12	Chr1	20900001	20950000	0.0	1	0	4	0
Kas-1	Tsu-1	Chr1	20950001	21000000	0.0	23	0	92	0
Kas-1	Belm-12	Chr1	20950001	21000000	0.0	23	0	92	0
Tsu-1	Roda-47	Chr1	20950001	21000000	0.0	23	0	92	0
Belm-12	Roda-47	Chr1	20950001	21000000	0.0	23	0	92	0
Kas-1	Roda-47	Chr1	20950001	21000000	0.0	23	0	92	0
Tsu-1	Belm-12	Chr1	20950001	21000000	0.0	23	0	92	0
Tsu-1	Roda-47	Chr1	21000001	21050000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21000001	21050000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21000001	21050000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21000001	21050000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21000001	21050000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21000001	21050000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21050001	21100000	0.0	4	0	16	0
Kas-1	Tsu-1	Chr1	21050001	21100000	0.0	4	0	16	0
Tsu-1	Belm-12	Chr1	21050001	21100000	0.0	4	0	16	0
Kas-1	Roda-47	Chr1	21050001	21100000	0.0	4	0	16	0
Tsu-1	Roda-47	Chr1	21050001	21100000	0.0	4	0	16	0
Belm-12	Roda-47	Chr1	21050001	21100000	0.0	4	0	16	0
Kas-1	Roda-47	Chr1	21100001	21150000	0.0	4	0	16	0
Tsu-1	Belm-12	Chr1	21100001	21150000	0.0	4	0	16	0
Belm-12	Roda-47	Chr1	21100001	21150000	0.0	4	0	16	0
Tsu-1	Roda-47	Chr1	21100001	21150000	0.0	4	0	16	0
Kas-1	Tsu-1	Chr1	21100001	21150000	0.0	4	0	16	0
Kas-1	Belm-12	Chr1	21100001	21150000	0.0	4	0	16	0
Kas-1	Roda-47	Chr1	21150001	21200000	0.0	10	0	40	0
Tsu-1	Belm-12	Chr1	21150001	21200000	0.0	10	0	40	0
Belm-12	Roda-47	Chr1	21150001	21200000	0.0	10	0	40	0
Tsu-1	Roda-47	Chr1	21150001	21200000	0.0	10	0	40	0
Kas-1	Tsu-1	Chr1	21150001	21200000	0.0	10	0	40	0
Kas-1	Belm-12	Chr1	21150001	21200000	0.0	10	0	40	0
Tsu-1	Belm-12	Chr1	21200001	21250000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21200001	21250000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21200001	21250000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21200001	21250000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21200001	21250000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21200001	21250000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21250001	21300000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21250001	21300000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21250001	21300000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21250001	21300000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21250001	21300000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21250001	21300000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21300001	21350000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21300001	21350000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21300001	21350000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21300001	21350000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21300001	21350000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21300001	21350000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21350001	21400000	0.0	19	0	76	0
Kas-1	Roda-47	Chr1	21350001	21400000	0.0	19	0	76	0
Belm-12	Roda-47	Chr1	21350001	21400000	0.0	19	0	76	0
Tsu-1	Roda-47	Chr1	21350001	21400000	0.0	19	0	76	0
Kas-1	Tsu-1	Chr1	21350001	21400000	0.0	19	0	76	0
Kas-1	Belm-12	Chr1	21350001	21400000	0.0	19	0	76	0
Tsu-1	Roda-47	Chr1	21400001	21450000	0.0	12	0	48	0
Belm-12	Roda-47	Chr1	21400001	21450000	0.0	12	0	48	0
Kas-1	Roda-47	Chr1	21400001	21450000	0.0	12	0	48	0
Tsu-1	Belm-12	Chr1	21400001	21450000	0.0	12	0	48	0
Kas-1	Tsu-1	Chr1	21400001	21450000	0.0	12	0	48	0
Kas-1	Belm-12	Chr1	21400001	21450000	0.0	12	0	48	0
Tsu-1	Belm-12	Chr1	21450001	21500000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21450001	21500000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21450001	21500000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21450001	21500000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21450001	21500000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21450001	21500000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21500001	21550000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21500001	21550000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21500001	21550000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21500001	21550000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21500001	21550000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21500001	21550000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21550001	21600000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21550001	21600000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21550001	21600000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21550001	21600000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21550001	21600000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21550001	21600000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21600001	21650000	0.0	23	0	92	0
Tsu-1	Roda-47	Chr1	21600001	21650000	0.0	23	0	92	0
Tsu-1	Belm-12	Chr1	21600001	21650000	0.0	23	0	92	0
Kas-1	Roda-47	Chr1	21600001	21650000	0.0	23	0	92	0
Kas-1	Tsu-1	Chr1	21600001	21650000	0.0	23	0	92	0
Kas-1	Belm-12	Chr1	21600001	21650000	0.0	23	0	92	0
Tsu-1	Belm-12	Chr1	21650001	21700000	0.0	106	0	424	0
Kas-1	Roda-47	Chr1	21650001	21700000	0.0	106	0	424	0
Tsu-1	Roda-47	Chr1	21650001	21700000	0.0	106	0	424	0
Belm-12	Roda-47	Chr1	21650001	21700000	0.0	106	0	424	0
Kas-1	Tsu-1	Chr1	21650001	21700000	0.0	106	0	424	0
Kas-1	Belm-12	Chr1	21650001	21700000	0.0	106	0	424	0
Tsu-1	Roda-47	Chr1	21700001	21750000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21700001	21750000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21700001	21750000	NA	0	NA	NA	NA
Tsu-1	Belm-12	Chr1	21700001	21750000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21700001	21750000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21700001	21750000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21750001	21800000	0.0	3	0	12	0
Belm-12	Roda-47	Chr1	21750001	21800000	0.0	3	0	12	0
Tsu-1	Belm-12	Chr1	21750001	21800000	0.0	3	0	12	0
Kas-1	Roda-47	Chr1	21750001	21800000	0.0	3	0	12	0
Kas-1	Tsu-1	Chr1	21750001	21800000	0.0	3	0	12	0
Kas-1	Belm-12	Chr1	21750001	21800000	0.0	3	0	12	0
Tsu-1	Belm-12	Chr1	21800001	21850000	NA	0	NA	NA	NA
Kas-1	Roda-47	Chr1	21800001	21850000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21800001	21850000	NA	0	NA	NA	NA
Kas-1	Tsu-1	Chr1	21800001	21850000	NA	0	NA	NA	NA
Tsu-1	Roda-47	Chr1	21800001	21850000	NA	0	NA	NA	NA
Belm-12	Roda-47	Chr1	21800001	21850000	NA	0	NA	NA	NA
Kas-1	Belm-12	Chr1	21850001	21900000	0.0	2	0	8	0
Kas-1	Tsu-1	Chr1	21850001	21900000	0.0	2	0	8	0
Tsu-1	Belm-12	Chr1	21850001	21900000	0.0	2	0	8	0
Kas-1	Roda-47	Chr1	21850001	21900000	0.0	2	0	8	0
Belm-12	Roda-47	Chr1	21850001	21900000	0.0	2	0	8	0
Tsu-1	Roda-47	Chr1	21850001	21900000	0.0	2	0	8	0
Belm-12	Roda-47	Chr1	21900001	21950000	0.0	6	0	24	0
Tsu-1	Roda-47	Chr1	21900001	21950000	0.0	6	0	24	0
