pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Belm-12	Roda-47	Chr1	20600001	20650000	0.8432343234323433	303	1022	1212	12
Tsu-1	Roda-47	Chr1	20600001	20650000	0.1262798634812286	293	148	1172	52
Kas-1	Tsu-1	Chr1	20600001	20650000	0.1089965397923875	289	126	1156	68
Kas-1	Belm-12	Chr1	20600001	20650000	0.8595317725752508	299	1028	1196	28
Belm-12	Roda-47	Chr1	20650001	20700000	0.6833602584814217	619	1692	2476	456
Tsu-1	Roda-47	Chr1	20650001	20700000	0.670751633986928	612	1642	2448	484
Kas-1	Roda-47	Chr1	20650001	20700000	0.2366720516962843	619	586	2476	456
Tsu-1	Belm-12	Chr1	20650001	20700000	0.1143250688705234	726	332	2904	28
Kas-1	Tsu-1	Chr1	20650001	20700000	0.6432506887052342	726	1868	2904	28
Kas-1	Belm-12	Chr1	20650001	20700000	0.655525238744884	733	1922	2932	0
Kas-1	Tsu-1	Chr1	20700001	20750000	0.3711943793911007	427	634	1708	28
Kas-1	Belm-12	Chr1	20700001	20750000	0.3946759259259259	432	682	1728	8
Tsu-1	Roda-47	Chr1	20700001	20750000	0.3454332552693208	427	590	1708	28
Belm-12	Roda-47	Chr1	20700001	20750000	0.3680555555555556	432	636	1728	8
Tsu-1	Belm-12	Chr1	20700001	20750000	0.0670588235294117	425	114	1700	36
Kas-1	Roda-47	Chr1	20700001	20750000	0.0529953917050691	434	92	1736	0
Tsu-1	Belm-12	Chr1	20750001	20800000	0.1493506493506493	308	184	1232	0
Kas-1	Roda-47	Chr1	20750001	20800000	0.0310457516339869	306	38	1224	8
Kas-1	Tsu-1	Chr1	20750001	20800000	0.2009803921568627	306	246	1224	8
Kas-1	Belm-12	Chr1	20750001	20800000	0.2205882352941176	306	270	1224	8
Belm-12	Roda-47	Chr1	20750001	20800000	0.2029220779220779	308	250	1232	0
Tsu-1	Roda-47	Chr1	20750001	20800000	0.1834415584415584	308	226	1232	0
Belm-12	Roda-47	Chr1	20800001	20850000	0.310948905109489	685	852	2740	28
Tsu-1	Roda-47	Chr1	20800001	20850000	0.3088888888888889	675	834	2700	68
Kas-1	Roda-47	Chr1	20800001	20850000	0.0303254437869822	676	82	2704	64
Tsu-1	Belm-12	Chr1	20800001	20850000	0.1919642857142857	672	516	2688	80
Kas-1	Tsu-1	Chr1	20800001	20850000	0.3069381598793363	663	814	2652	116
Kas-1	Belm-12	Chr1	20800001	20850000	0.312778603268945	673	842	2692	76
Kas-1	Belm-12	Chr1	20850001	20900000	0.3226600985221675	203	262	812	0
Kas-1	Tsu-1	Chr1	20850001	20900000	0.4630541871921182	203	376	812	0
Kas-1	Roda-47	Chr1	20850001	20900000	0.0	203	0	812	0
Tsu-1	Belm-12	Chr1	20850001	20900000	0.6083743842364532	203	494	812	0
Tsu-1	Roda-47	Chr1	20850001	20900000	0.4630541871921182	203	376	812	0
Belm-12	Roda-47	Chr1	20850001	20900000	0.3226600985221675	203	262	812	0
Tsu-1	Roda-47	Chr1	20900001	20950000	0.4697712418300653	612	1150	2448	100
Belm-12	Roda-47	Chr1	20900001	20950000	0.494281045751634	612	1210	2448	100
Kas-1	Tsu-1	Chr1	20900001	20950000	0.4580696202531645	632	1158	2528	20
Kas-1	Belm-12	Chr1	20900001	20950000	0.4778481012658228	632	1208	2528	20
Tsu-1	Belm-12	Chr1	20900001	20950000	0.3901098901098901	637	994	2548	0
Kas-1	Roda-47	Chr1	20900001	20950000	0.0024711696869851	607	6	2428	120
Kas-1	Roda-47	Chr1	20950001	21000000	0.0475113122171945	442	84	1768	12
Tsu-1	Belm-12	Chr1	20950001	21000000	0.3359550561797753	445	598	1780	0
Kas-1	Tsu-1	Chr1	20950001	21000000	0.498876404494382	445	888	1780	0
Kas-1	Belm-12	Chr1	20950001	21000000	0.3134831460674157	445	558	1780	0
Tsu-1	Roda-47	Chr1	20950001	21000000	0.5	442	884	1768	12
Belm-12	Roda-47	Chr1	20950001	21000000	0.3088235294117647	442	546	1768	12
Kas-1	Roda-47	Chr1	21000001	21050000	0.3253588516746411	209	272	836	8
Tsu-1	Belm-12	Chr1	21000001	21050000	0.3270142180094786	211	276	844	0
Belm-12	Roda-47	Chr1	21000001	21050000	0.3875598086124402	209	324	836	8
Tsu-1	Roda-47	Chr1	21000001	21050000	0.3708133971291866	209	310	836	8
Kas-1	Belm-12	Chr1	21000001	21050000	0.3554502369668246	211	300	844	0
Kas-1	Tsu-1	Chr1	21000001	21050000	0.3672985781990521	211	310	844	0
Tsu-1	Roda-47	Chr1	21050001	21100000	0.4255924170616114	1055	1796	4220	108
Belm-12	Roda-47	Chr1	21050001	21100000	0.6563981042654028	1055	2770	4220	108
Kas-1	Belm-12	Chr1	21050001	21100000	0.4378531073446328	1062	1860	4248	80
Kas-1	Tsu-1	Chr1	21050001	21100000	0.577683615819209	1062	2454	4248	80
Kas-1	Roda-47	Chr1	21050001	21100000	0.3086997193638915	1069	1320	4276	52
Tsu-1	Belm-12	Chr1	21050001	21100000	0.5882633587786259	1048	2466	4192	136
Tsu-1	Belm-12	Chr1	21100001	21150000	0.5180645161290323	775	1606	3100	80
Kas-1	Roda-47	Chr1	21100001	21150000	0.4954896907216495	776	1538	3104	76
Kas-1	Belm-12	Chr1	21100001	21150000	0.297452229299363	785	934	3140	40
Kas-1	Tsu-1	Chr1	21100001	21150000	0.5364916773367477	781	1676	3124	56
Belm-12	Roda-47	Chr1	21100001	21150000	0.4993506493506494	770	1538	3080	100
Tsu-1	Roda-47	Chr1	21100001	21150000	0.3590078328981723	766	1100	3064	116
Kas-1	Belm-12	Chr1	21150001	21200000	0.6115421920465567	1031	2522	4124	132
Kas-1	Tsu-1	Chr1	21150001	21200000	0.5780038759689923	1032	2386	4128	128
Belm-12	Roda-47	Chr1	21150001	21200000	0.516003879728419	1031	2128	4124	132
Tsu-1	Roda-47	Chr1	21150001	21200000	0.4772286821705426	1032	1970	4128	128
Kas-1	Roda-47	Chr1	21150001	21200000	0.485	1000	1940	4000	256
Tsu-1	Belm-12	Chr1	21150001	21200000	0.257761053621825	1063	1096	4252	4
Kas-1	Roda-47	Chr1	21200001	21250000	0.0904471544715447	492	178	1968	4
Tsu-1	Belm-12	Chr1	21200001	21250000	0.8431771894093686	491	1656	1964	8
Kas-1	Belm-12	Chr1	21200001	21250000	0.8571428571428571	490	1680	1960	12
Kas-1	Tsu-1	Chr1	21200001	21250000	0.1270325203252032	492	250	1968	4
Belm-12	Roda-47	Chr1	21200001	21250000	0.8411405295315683	491	1652	1964	8
Tsu-1	Roda-47	Chr1	21200001	21250000	0.1359026369168357	493	268	1972	0
Belm-12	Roda-47	Chr1	21250001	21300000	0.6437768240343348	233	600	932	28
Tsu-1	Roda-47	Chr1	21250001	21300000	0.130901287553648	233	122	932	28
Kas-1	Tsu-1	Chr1	21250001	21300000	0.3354166666666666	240	322	960	0
Kas-1	Belm-12	Chr1	21250001	21300000	0.6333333333333333	240	608	960	0
Tsu-1	Belm-12	Chr1	21250001	21300000	0.65625	240	630	960	0
Kas-1	Roda-47	Chr1	21250001	21300000	0.3047210300429184	233	284	932	28
Kas-1	Belm-12	Chr1	21300001	21350000	0.3441396508728179	1203	1656	4812	136
Kas-1	Tsu-1	Chr1	21300001	21350000	0.2273102310231023	1212	1102	4848	100
Tsu-1	Belm-12	Chr1	21300001	21350000	0.2540849673202614	1224	1244	4896	52
Kas-1	Roda-47	Chr1	21300001	21350000	0.5699208443271768	1137	2592	4548	400
Belm-12	Roda-47	Chr1	21300001	21350000	0.6610095735422106	1149	3038	4596	352
Tsu-1	Roda-47	Chr1	21300001	21350000	0.5237478411053541	1158	2426	4632	316
Kas-1	Roda-47	Chr1	21350001	21400000	0.5731191885038038	1183	2712	4732	304
Tsu-1	Belm-12	Chr1	21350001	21400000	0.3808933002481389	1209	1842	4836	200
Tsu-1	Roda-47	Chr1	21350001	21400000	0.4560869565217391	1150	2098	4600	436
Belm-12	Roda-47	Chr1	21350001	21400000	0.4745409015025041	1198	2274	4792	244
Kas-1	Belm-12	Chr1	21350001	21400000	0.4114331723027375	1242	2044	4968	68
Kas-1	Tsu-1	Chr1	21350001	21400000	0.3689279731993299	1194	1762	4776	260
Tsu-1	Belm-12	Chr1	21400001	21450000	0.4707835325365206	753	1418	3012	788
Kas-1	Roda-47	Chr1	21400001	21450000	0.4503275109170305	916	1650	3664	136
Belm-12	Roda-47	Chr1	21400001	21450000	0.6140939597315436	745	1830	2980	820
Tsu-1	Roda-47	Chr1	21400001	21450000	0.4994692144373673	942	1882	3768	32
Kas-1	Tsu-1	Chr1	21400001	21450000	0.4794372294372294	924	1772	3696	104
Kas-1	Belm-12	Chr1	21400001	21450000	0.5605226960110041	727	1630	2908	892
Tsu-1	Roda-47	Chr1	21450001	21500000	0.4175874769797422	1086	1814	4344	16
Belm-12	Roda-47	Chr1	21450001	21500000	0.5472222222222223	1080	2364	4320	40
Kas-1	Belm-12	Chr1	21450001	21500000	0.2786506469500924	1082	1206	4328	32
Kas-1	Tsu-1	Chr1	21450001	21500000	0.5215992647058824	1088	2270	4352	8
Kas-1	Roda-47	Chr1	21450001	21500000	0.5101476014760148	1084	2212	4336	24
Tsu-1	Belm-12	Chr1	21450001	21500000	0.4958487084870848	1084	2150	4336	24
Kas-1	Tsu-1	Chr1	21500001	21550000	0.4487046632124352	965	1732	3860	40
Kas-1	Belm-12	Chr1	21500001	21550000	0.3105046343975283	971	1206	3884	16
Belm-12	Roda-47	Chr1	21500001	21550000	0.5774572649572649	936	2162	3744	156
Tsu-1	Roda-47	Chr1	21500001	21550000	0.4763440860215053	930	1772	3720	180
Tsu-1	Belm-12	Chr1	21500001	21550000	0.5381836945304438	969	2086	3876	24
Kas-1	Roda-47	Chr1	21500001	21550000	0.5182403433476395	932	1932	3728	172
Kas-1	Belm-12	Chr1	21550001	21600000	0.597985347985348	546	1306	2184	52
Kas-1	Tsu-1	Chr1	21550001	21600000	0.5694698354661791	547	1246	2188	48
Tsu-1	Roda-47	Chr1	21550001	21600000	0.4141048824593128	553	916	2212	24
Belm-12	Roda-47	Chr1	21550001	21600000	0.5144927536231884	552	1136	2208	28
Tsu-1	Belm-12	Chr1	21550001	21600000	0.492831541218638	558	1100	2232	4
Kas-1	Roda-47	Chr1	21550001	21600000	0.5258780036968577	541	1138	2164	72
Belm-12	Roda-47	Chr1	21600001	21650000	0.5101851851851852	1080	2204	4320	396
Tsu-1	Roda-47	Chr1	21600001	21650000	0.3953594176524113	1099	1738	4396	320
Kas-1	Tsu-1	Chr1	21600001	21650000	0.5265251989389921	1131	2382	4524	192
Kas-1	Belm-12	Chr1	21600001	21650000	0.5539568345323741	1112	2464	4448	268
Kas-1	Roda-47	Chr1	21600001	21650000	0.4163034001743679	1147	1910	4588	128
Tsu-1	Belm-12	Chr1	21600001	21650000	0.5037593984962406	1064	2144	4256	460
Kas-1	Tsu-1	Chr1	21650001	21700000	0.3722316865417376	1174	1748	4696	472
Kas-1	Belm-12	Chr1	21650001	21700000	0.6051364365971108	1246	3016	4984	184
Tsu-1	Roda-47	Chr1	21650001	21700000	0.2945091514143095	1202	1416	4808	360
Belm-12	Roda-47	Chr1	21650001	21700000	0.6711145996860283	1274	3420	5096	72
Tsu-1	Belm-12	Chr1	21650001	21700000	0.7026800670016751	1194	3356	4776	392
Kas-1	Roda-47	Chr1	21650001	21700000	0.2990430622009569	1254	1500	5016	152
Kas-1	Belm-12	Chr1	21700001	21750000	0.5590111642743222	1254	2804	5016	972
Kas-1	Tsu-1	Chr1	21700001	21750000	0.4477911646586345	1245	2230	4980	1008
Tsu-1	Belm-12	Chr1	21700001	21750000	0.4985875706214689	1416	2824	5664	324
Kas-1	Roda-47	Chr1	21700001	21750000	0.5627943485086342	1274	2868	5096	892
Tsu-1	Roda-47	Chr1	21700001	21750000	0.3850974930362117	1436	2212	5744	244
Belm-12	Roda-47	Chr1	21700001	21750000	0.4757785467128028	1445	2750	5780	208
Kas-1	Tsu-1	Chr1	21750001	21800000	0.3622112211221122	606	878	2424	200
Kas-1	Belm-12	Chr1	21750001	21800000	0.3984251968503937	635	1012	2540	84
Tsu-1	Belm-12	Chr1	21750001	21800000	0.2913117546848381	587	684	2348	276
Kas-1	Roda-47	Chr1	21750001	21800000	0.3627450980392157	561	814	2244	380
Tsu-1	Roda-47	Chr1	21750001	21800000	0.4083820662768031	513	838	2052	572
Belm-12	Roda-47	Chr1	21750001	21800000	0.4446494464944649	542	964	2168	456
Tsu-1	Belm-12	Chr1	21800001	21850000	0.5443037974683544	79	172	316	0
Kas-1	Roda-47	Chr1	21800001	21850000	0.240506329113924	79	76	316	0
Kas-1	Tsu-1	Chr1	21800001	21850000	0.5443037974683544	79	172	316	0
Kas-1	Belm-12	Chr1	21800001	21850000	0.6075949367088608	79	192	316	0
Tsu-1	Roda-47	Chr1	21800001	21850000	0.6075949367088608	79	192	316	0
Belm-12	Roda-47	Chr1	21800001	21850000	0.6708860759493671	79	212	316	0
Belm-12	Roda-47	Chr1	21850001	21900000	0.4923995656894679	921	1814	3684	12
Tsu-1	Roda-47	Chr1	21850001	21900000	0.3471164309031556	919	1276	3676	20
Kas-1	Belm-12	Chr1	21850001	21900000	0.6320422535211268	852	2154	3408	288
Kas-1	Tsu-1	Chr1	21850001	21900000	0.48	850	1632	3400	296
Kas-1	Roda-47	Chr1	21850001	21900000	0.4199057714958775	849	1426	3396	300
Tsu-1	Belm-12	Chr1	21850001	21900000	0.5108459869848156	922	1884	3688	8
Kas-1	Tsu-1	Chr1	21900001	21950000	0.5495114006514658	1535	3374	6140	112
Kas-1	Belm-12	Chr1	21900001	21950000	0.442443729903537	1555	2752	6220	32
Kas-1	Roda-47	Chr1	21900001	21950000	0.5282522996057819	1522	3216	6088	164
Tsu-1	Belm-12	Chr1	21900001	21950000	0.5751782242384964	1543	3550	6172	80
Belm-12	Roda-47	Chr1	21900001	21950000	0.3366013071895425	1530	2060	6120	132
Tsu-1	Roda-47	Chr1	21900001	21950000	0.5019867549668874	1510	3032	6040	212
Kas-1	Belm-12	Chr1	21950001	22000000	0.6232420429311621	1351	3368	5404	164
Kas-1	Tsu-1	Chr1	21950001	22000000	0.6660171473109898	1283	3418	5132	436
Tsu-1	Belm-12	Chr1	21950001	22000000	0.2900302114803625	1324	1536	5296	272
Kas-1	Roda-47	Chr1	21950001	22000000	0.7138621200889548	1349	3852	5396	172
Tsu-1	Roda-47	Chr1	21950001	22000000	0.2155824508320726	1322	1140	5288	280
Belm-12	Roda-47	Chr1	21950001	22000000	0.2669064748201439	1390	1484	5560	8
Kas-1	Tsu-1	Chr1	22000001	22050000	0.2995207667731629	626	750	2504	0
Kas-1	Belm-12	Chr1	22000001	22050000	0.6118210862619808	626	1532	2504	0
Tsu-1	Belm-12	Chr1	22000001	22050000	0.4504792332268371	626	1128	2504	0
Kas-1	Roda-47	Chr1	22000001	22050000	0.593042071197411	618	1466	2472	32
Tsu-1	Roda-47	Chr1	22000001	22050000	0.6715210355987055	618	1660	2472	32
Belm-12	Roda-47	Chr1	22000001	22050000	0.6601941747572816	618	1632	2472	32
Kas-1	Tsu-1	Chr1	22050001	22100000	0.4974146845915201	967	1924	3868	4
Kas-1	Belm-12	Chr1	22050001	22100000	0.5289555325749742	967	2046	3868	4
Kas-1	Roda-47	Chr1	22050001	22100000	0.453416149068323	966	1752	3864	8
Tsu-1	Belm-12	Chr1	22050001	22100000	0.4994834710743802	968	1934	3872	0
Tsu-1	Roda-47	Chr1	22050001	22100000	0.4751809720785936	967	1838	3868	4
Belm-12	Roda-47	Chr1	22050001	22100000	0.5791106514994829	967	2240	3868	4
Kas-1	Roda-47	Chr1	22100001	22150000	0.6415857605177994	618	1586	2472	684
Tsu-1	Belm-12	Chr1	22100001	22150000	0.1191381495564005	789	376	3156	0
Tsu-1	Roda-47	Chr1	22100001	22150000	0.2941176470588235	629	740	2516	640
Belm-12	Roda-47	Chr1	22100001	22150000	0.2957074721780604	629	744	2516	640
Kas-1	Tsu-1	Chr1	22100001	22150000	0.5032133676092545	778	1566	3112	44
Kas-1	Belm-12	Chr1	22100001	22150000	0.5173521850899743	778	1610	3112	44
Kas-1	Belm-12	Chr1	22150001	22200000	0.6129905277401895	739	1812	2956	40
Kas-1	Tsu-1	Chr1	22150001	22200000	0.7050408719346049	734	2070	2936	60
Tsu-1	Belm-12	Chr1	22150001	22200000	0.2739071038251366	732	802	2928	68
Kas-1	Roda-47	Chr1	22150001	22200000	0.6194630872483221	745	1846	2980	16
Belm-12	Roda-47	Chr1	22150001	22200000	0.3061911170928668	743	910	2972	24
Tsu-1	Roda-47	Chr1	22150001	22200000	0.3794037940379404	738	1120	2952	44
Tsu-1	Roda-47	Chr1	22200001	22250000	0.2514423076923077	1040	1046	4160	0
Belm-12	Roda-47	Chr1	22200001	22250000	0.3346265761396702	1031	1380	4124	36
Kas-1	Belm-12	Chr1	22200001	22250000	0.6040609137055838	985	2380	3940	220
Kas-1	Tsu-1	Chr1	22200001	22250000	0.6498993963782697	994	2584	3976	184
Kas-1	Roda-47	Chr1	22200001	22250000	0.6413480885311871	994	2550	3976	184
Tsu-1	Belm-12	Chr1	22200001	22250000	0.4917555771096023	1031	2028	4124	36
Kas-1	Roda-47	Chr1	22250001	22300000	0.5584415584415584	616	1376	2464	12
Belm-12	Roda-47	Chr1	22250001	22300000	0.0210016155088853	619	52	2476	0
Tsu-1	Roda-47	Chr1	22250001	22300000	0.3614262560777957	617	892	2468	8
Tsu-1	Belm-12	Chr1	22250001	22300000	0.3792544570502431	617	936	2468	8
Kas-1	Tsu-1	Chr1	22250001	22300000	0.5928338762214984	614	1456	2456	20
Kas-1	Belm-12	Chr1	22250001	22300000	0.573051948051948	616	1412	2464	12
Tsu-1	Belm-12	Chr1	22300001	22350000	0.2522935779816513	654	660	2616	0
Kas-1	Roda-47	Chr1	22300001	22350000	0.2753067484662577	652	718	2608	8
Belm-12	Roda-47	Chr1	22300001	22350000	0.2522935779816513	654	660	2616	0
Tsu-1	Roda-47	Chr1	22300001	22350000	0.2591743119266055	654	678	2616	0
Kas-1	Belm-12	Chr1	22300001	22350000	0.3734662576687116	652	974	2608	8
Kas-1	Tsu-1	Chr1	22300001	22350000	0.3803680981595092	652	992	2608	8
Belm-12	Roda-47	Chr1	22350001	22400000	0.4680851063829787	1081	2024	4324	108
Tsu-1	Roda-47	Chr1	22350001	22400000	0.3085106382978723	1081	1334	4324	108
Kas-1	Tsu-1	Chr1	22350001	22400000	0.3912454873646209	1108	1734	4432	0
Kas-1	Belm-12	Chr1	22350001	22400000	0.4359205776173285	1108	1932	4432	0
Tsu-1	Belm-12	Chr1	22350001	22400000	0.358754512635379	1108	1590	4432	0
Kas-1	Roda-47	Chr1	22350001	22400000	0.3265494912118409	1081	1412	4324	108
Kas-1	Belm-12	Chr1	22400001	22450000	0.5924479166666666	768	1820	3072	36
Kas-1	Tsu-1	Chr1	22400001	22450000	0.698051948051948	770	2150	3080	28
Belm-12	Roda-47	Chr1	22400001	22450000	0.4062095730918499	773	1256	3092	16
Tsu-1	Roda-47	Chr1	22400001	22450000	0.2535483870967742	775	786	3100	8
Kas-1	Roda-47	Chr1	22400001	22450000	0.6126943005181347	772	1892	3088	20
Tsu-1	Belm-12	Chr1	22400001	22450000	0.4636835278858625	771	1430	3084	24
Tsu-1	Roda-47	Chr1	22450001	22500000	0.3488805970149253	804	1122	3216	0
Kas-1	Tsu-1	Chr1	22450001	22500000	0.2963885429638854	803	952	3212	4
Kas-1	Belm-12	Chr1	22450001	22500000	0.396637608966376	803	1274	3212	4
Kas-1	Roda-47	Chr1	22450001	22500000	0.3599003735990037	803	1156	3212	4
Belm-12	Roda-47	Chr1	22450001	22500000	0.5435323383084577	804	1748	3216	0
Tsu-1	Belm-12	Chr1	22450001	22500000	0.513681592039801	804	1652	3216	0
Belm-12	Roda-47	Chr1	22500001	22550000	0.3392523364485981	1070	1452	4280	216
Tsu-1	Belm-12	Chr1	22500001	22550000	0.5710357470210816	1091	2492	4364	132
Kas-1	Belm-12	Chr1	22500001	22550000	0.5844402277039848	1054	2464	4216	280
Kas-1	Tsu-1	Chr1	22500001	22550000	0.3207373271889401	1085	1392	4340	156
Tsu-1	Roda-47	Chr1	22500001	22550000	0.5122615803814714	1101	2256	4404	92
Kas-1	Roda-47	Chr1	22500001	22550000	0.5460526315789473	1064	2324	4256	240
Kas-1	Tsu-1	Chr1	22550001	22600000	0.3578886310904872	1724	2468	6896	260
Belm-12	Roda-47	Chr1	22550001	22600000	0.4479166666666667	1728	3096	6912	244
Kas-1	Roda-47	Chr1	22550001	22600000	0.429147465437788	1736	2980	6944	212
Kas-1	Belm-12	Chr1	22550001	22600000	0.4493927125506073	1729	3108	6916	240
Tsu-1	Roda-47	Chr1	22550001	22600000	0.3607080673244341	1723	2486	6892	264
Tsu-1	Belm-12	Chr1	22550001	22600000	0.3662587412587412	1716	2514	6864	292
Tsu-1	Roda-47	Chr1	22600001	22650000	0.4462279293739968	1246	2224	4984	68
Belm-12	Roda-47	Chr1	22600001	22650000	0.3580146460537022	1229	1760	4916	136
Tsu-1	Belm-12	Chr1	22600001	22650000	0.4454918032786885	1220	2174	4880	172
Kas-1	Tsu-1	Chr1	22600001	22650000	0.4409013605442177	1176	2074	4704	348
Kas-1	Belm-12	Chr1	22600001	22650000	0.4473684210526316	1159	2074	4636	416
Kas-1	Roda-47	Chr1	22600001	22650000	0.4320675105485232	1185	2048	4740	312
Tsu-1	Roda-47	Chr1	22650001	22700000	0.6761363636363636	704	1904	2816	76
Belm-12	Roda-47	Chr1	22650001	22700000	0.5912576687116564	652	1542	2608	284
Tsu-1	Belm-12	Chr1	22650001	22700000	0.4120715350223547	671	1106	2684	208
Kas-1	Tsu-1	Chr1	22650001	22700000	0.6852112676056338	710	1946	2840	52
Kas-1	Belm-12	Chr1	22650001	22700000	0.5881458966565349	658	1548	2632	260
Kas-1	Roda-47	Chr1	22650001	22700000	0.0998552821997105	691	276	2764	128
Tsu-1	Roda-47	Chr1	22700001	22750000	0.3533057851239669	1452	2052	5808	40
Kas-1	Belm-12	Chr1	22700001	22750000	0.5166548547129696	1411	2916	5644	204
Kas-1	Roda-47	Chr1	22700001	22750000	0.5198440822111977	1411	2934	5644	204
Tsu-1	Belm-12	Chr1	22700001	22750000	0.2727272727272727	1452	1584	5808	40
Kas-1	Tsu-1	Chr1	22700001	22750000	0.4600706713780919	1415	2604	5660	188
Belm-12	Roda-47	Chr1	22700001	22750000	0.4022790055248619	1448	2330	5792	56
Kas-1	Roda-47	Chr1	22750001	22800000	0.4835069444444444	1152	2228	4608	80
Kas-1	Belm-12	Chr1	22750001	22800000	0.4473455178416013	1149	2056	4596	92
Belm-12	Roda-47	Chr1	22750001	22800000	0.5448997384481256	1147	2500	4588	100
Tsu-1	Roda-47	Chr1	22750001	22800000	0.5578583765112263	1158	2584	4632	56
Tsu-1	Belm-12	Chr1	22750001	22800000	0.522077922077922	1155	2412	4620	68
Kas-1	Tsu-1	Chr1	22750001	22800000	0.5094827586206897	1160	2364	4640	48
Tsu-1	Roda-47	Chr1	22800001	22850000	0.442866801893171	1479	2620	5916	416
Kas-1	Roda-47	Chr1	22800001	22850000	0.4655884377150722	1453	2706	5812	520
Kas-1	Belm-12	Chr1	22800001	22850000	0.4162198391420911	1492	2484	5968	364
Kas-1	Tsu-1	Chr1	22800001	22850000	0.4257258609047941	1481	2522	5924	408
Belm-12	Roda-47	Chr1	22800001	22850000	0.4865771812080537	1490	2900	5960	372
Tsu-1	Belm-12	Chr1	22800001	22850000	0.4594861660079051	1518	2790	6072	260
Tsu-1	Roda-47	Chr1	22850001	22900000	0.3422018348623853	1090	1492	4360	104
Belm-12	Roda-47	Chr1	22850001	22900000	0.3095238095238095	1092	1352	4368	96
Tsu-1	Belm-12	Chr1	22850001	22900000	0.3666044776119403	1072	1572	4288	176
Kas-1	Tsu-1	Chr1	22850001	22900000	0.5358851674641149	1045	2240	4180	284
Kas-1	Roda-47	Chr1	22850001	22900000	0.5732394366197183	1065	2442	4260	204
Kas-1	Belm-12	Chr1	22850001	22900000	0.6351480420248329	1047	2660	4188	276
Kas-1	Belm-12	Chr1	22900001	22950000	0.5227995758218452	943	1972	3772	64
Belm-12	Roda-47	Chr1	22900001	22950000	0.3821353065539112	946	1446	3784	52
Tsu-1	Belm-12	Chr1	22900001	22950000	0.3009453781512605	952	1146	3808	28
Tsu-1	Roda-47	Chr1	22900001	22950000	0.3259726603575184	951	1240	3804	32
Kas-1	Roda-47	Chr1	22900001	22950000	0.3497876857749469	942	1318	3768	68
Kas-1	Tsu-1	Chr1	22900001	22950000	0.4620253164556962	948	1752	3792	44
Tsu-1	Belm-12	Chr1	22950001	23000000	0.2428571428571428	700	680	2800	16
Kas-1	Tsu-1	Chr1	22950001	23000000	0.6328125	704	1782	2816	0
Tsu-1	Roda-47	Chr1	22950001	23000000	0.4410898379970545	679	1198	2716	100
Kas-1	Roda-47	Chr1	22950001	23000000	0.3799705449189985	679	1032	2716	100
Kas-1	Belm-12	Chr1	22950001	23000000	0.5028571428571429	700	1408	2800	16
Belm-12	Roda-47	Chr1	22950001	23000000	0.4422222222222222	675	1194	2700	116
Tsu-1	Roda-47	Chr1	23000001	23050000	0.5411849710982659	692	1498	2768	0
Belm-12	Roda-47	Chr1	23000001	23050000	0.3806078147612156	691	1052	2764	4
Kas-1	Tsu-1	Chr1	23000001	23050000	0.5527456647398844	692	1530	2768	0
Kas-1	Belm-12	Chr1	23000001	23050000	0.4775687409551374	691	1320	2764	4
Kas-1	Roda-47	Chr1	23000001	23050000	0.4942196531791907	692	1368	2768	0
Tsu-1	Belm-12	Chr1	23000001	23050000	0.4059334298118668	691	1122	2764	4
Kas-1	Roda-47	Chr1	23050001	23100000	0.5681130171543896	991	2252	3964	176
Tsu-1	Belm-12	Chr1	23050001	23100000	0.2555988315481986	1027	1050	4108	32
Tsu-1	Roda-47	Chr1	23050001	23100000	0.5050658561296859	987	1994	3948	192
Belm-12	Roda-47	Chr1	23050001	23100000	0.5096056622851365	989	2016	3956	184
Kas-1	Tsu-1	Chr1	23050001	23100000	0.3406219630709426	1029	1402	4116	24
Kas-1	Belm-12	Chr1	23050001	23100000	0.3045586808923375	1031	1256	4124	16
Kas-1	Belm-12	Chr1	23100001	23150000	0.5748620961386919	1269	2918	5076	124
Kas-1	Tsu-1	Chr1	23100001	23150000	0.5886327503974563	1258	2962	5032	168
Tsu-1	Belm-12	Chr1	23100001	23150000	0.4328937160589604	1289	2232	5156	44
Kas-1	Roda-47	Chr1	23100001	23150000	0.5764381402679275	1269	2926	5076	124
Tsu-1	Roda-47	Chr1	23100001	23150000	0.3235065942591156	1289	1668	5156	44
Belm-12	Roda-47	Chr1	23100001	23150000	0.2992307692307692	1300	1556	5200	0
Kas-1	Roda-47	Chr1	23150001	23200000	0.4681588902900378	1586	2970	6344	216
Tsu-1	Belm-12	Chr1	23150001	23200000	0.445336627547869	1619	2884	6476	84
Tsu-1	Roda-47	Chr1	23150001	23200000	0.3516169942929613	1577	2218	6308	252
Belm-12	Roda-47	Chr1	23150001	23200000	0.5150753768844221	1592	3280	6368	192
Kas-1	Belm-12	Chr1	23150001	23200000	0.4308968058968059	1628	2806	6512	48
Kas-1	Tsu-1	Chr1	23150001	23200000	0.4786112833230006	1613	3088	6452	108
Tsu-1	Belm-12	Chr1	23200001	23250000	0.6248581157775256	881	2202	3524	52
Kas-1	Roda-47	Chr1	23200001	23250000	0.2584841628959276	884	914	3536	40
Tsu-1	Roda-47	Chr1	23200001	23250000	0.0397536394176931	893	142	3572	4
Belm-12	Roda-47	Chr1	23200001	23250000	0.6176136363636363	880	2174	3520	56
